Date,Open,High,Low,Close/Price,Volume
3/31/2021,315.24,325.74,311.13,321.29,2773222
4/1/2021,325.98,338.91,325.5,326.23,2853899
4/5/2021,327.83,328.5,313.1,323.96,3024709
4/6/2021,323.75,332.66,321.66,329.79,3767050
4/7/2021,329.11,333.44,319.23,323.08,4197653
4/8/2021,326.85,333.99,326,331.28,2821481
4/9/2021,329.1,329.82,319.42,322.65,3216481
4/12/2021,318.1,322.38,315.19,321.51,2964475
4/13/2021,327.36,343.71,325.5,342.75,5298165
4/14/2021,344.72,345.02,328.63,329.2,2844896
4/15/2021,334.15,338.42,327.46,332.38,3360706
4/16/2021,330.27,333.75,326.87,329.95,2476528
4/19/2021,327.52,337.8,320.5,324.33,3131938
4/20/2021,326.73,327.55,316.36,321.78,2282512
4/21/2021,317.01,323.11,313.5,322.76,1917537
4/22/2021,322.67,338.05,322.67,328.32,3328347
4/23/2021,331.49,338.55,328.24,336.88,2446094
4/26/2021,337.51,338,329.21,336.42,2286662
4/27/2021,336.39,341.68,330.89,333.49,2208306
4/29/2021,331.16,332.5,318.89,321.1,3121077
4/30/2021,318.03,326.28,317.24,319.57,2152491
5/3/2021,320.24,321.13,311.53,313.92,2253018
5/4/2021,310.96,311.5,298.77,304.85,3727585
5/5/2021,306.53,310.98,294.5,297.59,2582590
5/6/2021,295.2,295.2,285.61,293.05,3369092
5/7/2021,295.44,304.7,292.71,295.24,2446247
5/10/2021,293.01,293.94,286.04,288.49,2507782
5/11/2021,273.91,302,273.2,300.25,4084394
5/12/2021,291.05,296.53,282.41,289.7,3419846
5/13/2021,293.98,296.61,275.8,290.16,4608514
5/14/2021,292.15,309.18,292.15,307.89,4357291
5/17/2021,304.83,311.91,301.93,308.93,2905553
5/18/2021,309.41,322.25,304.97,312.86,3311947
5/19/2021,301.58,311.51,299,310.46,1728378
5/20/2021,314.25,325.95,313.03,324.71,3029444
5/21/2021,328.21,329.45,316.06,316.4,2057281
5/24/2021,318.52,324.03,316.5,321.56,1855034
5/25/2021,322.71,325.51,316.08,321.28,2160143
5/26/2021,324.3,329.46,323.24,326.05,2374274
5/27/2021,324.11,331,317.55,326.43,3622149
5/28/2021,330.51,336.33,329.63,331.53,2745710
6/1/2021,333.33,336.14,321.7,327.72,6607106
6/2/2021,331.88,333.79,322.21,327.11,6252059
6/3/2021,320.11,325.83,318.25,319.01,3107262
6/4/2021,321.59,338.99,319.77,336,5604900
6/7/2021,332.67,344.93,331.12,342.66,4538681
6/8/2021,343,350.15,339.22,341.26,2842679
6/9/2021,330.63,340.34,330.23,333.63,2721234
6/11/2021,347.64,367.96,345.1,366.4,6783411
6/14/2021,361.87,369.58,359.4,365.91,3444302
6/15/2021,364.5,364.5,357.05,359,2587908
6/16/2021,357.82,366.83,355.41,361.83,2669178
6/17/2021,358.21,374.52,358.21,372.95,3416645
6/18/2021,374.01,379.89,370.93,374.24,4569088
6/21/2021,368.78,372.62,363.29,369.25,1896884
6/22/2021,368.51,377,368.5,374.65,1998979
6/23/2021,375,382.71,373.99,376.92,2358930
6/24/2021,378.45,382.5,372.32,373.4,2438864
6/25/2021,374.07,374.08,364.08,372.47,3647178
6/28/2021,375.94,393.33,374.5,388.86,3459901
6/29/2021,388.85,395.44,382.77,394.73,2582740
6/30/2021,395,395.43,385.54,387.03,2249364
7/1/2021,386.12,390.11,382,386.48,1468446
7/2/2021,390.48,398.72,386.55,388.89,2066642
7/6/2021,392.58,403.47,391.56,401.12,3436160
7/7/2021,403.86,406.48,393.3,393.91,2026580
7/8/2021,386,390.5,377.5,386.01,2748854
7/9/2021,381.02,387.53,377.79,385.08,1918192
7/12/2021,385.41,390.88,378.27,379.12,1902545
7/13/2021,379.04,384.5,375.41,378.39,1757416
7/14/2021,380.8,381.31,360.45,360.61,2599594
7/15/2021,363.93,368.58,355.35,356.81,2399727
7/16/2021,359.87,365.5,354.34,361.97,1887136
7/19/2021,356.33,357.5,343.82,354.2,7787637
7/20/2021,357.83,359.24,347.08,355.81,4061077
7/21/2021,355.34,355.8,348.33,352.97,2953384
7/22/2021,357.03,367.1,356.21,361.39,3096011
7/26/2021,366.48,375.83,362.5,373.14,3842000
7/27/2021,374.76,377.7,357.87,367.54,3079957
7/28/2021,368.48,374.15,364.23,369.49,1870739
7/29/2021,376.07,396.89,375,386.02,6662141
7/30/2021,380.51,392,377.53,378.1,2872548
8/2/2021,378,382.42,364,378.96,3163580
8/3/2021,378.13,385.62,371.59,374.88,2190911
8/4/2021,376.88,403,376.5,400.58,5563798
8/5/2021,395.73,404.35,391.82,398.68,3427584
8/6/2021,392.3,395,380.7,383.47,3092007
8/9/2021,384.93,385.5,378.2,383.34,2306576
8/10/2021,385.7,392.78,371.58,372.55,2806522
8/11/2021,374.92,375.98,352.75,358.56,3510796
8/12/2021,358.34,364.15,355.02,362.86,2063812
8/13/2021,362.22,363.39,353.59,355.24,1745629
8/16/2021,354.6,355,342.57,348.41,2407434
8/17/2021,345.5,349.46,341.3,345.54,1991482
8/18/2021,345.5,346.97,339.05,340.93,2092661
8/19/2021,336.24,337.99,331.45,332.38,2475954
8/20/2021,333.45,344.36,333.45,336.86,2356240
8/23/2021,338.23,342.49,336.79,341.3,2147316
8/24/2021,344.42,346.33,337.76,340.25,1778083
8/25/2021,341.64,344.05,336.79,337.74,2039229
8/26/2021,350.75,357.93,340.25,340.63,4849031
8/27/2021,343.88,344.78,337.65,340.81,3096215
8/30/2021,341.7,348.3,339.65,347.5,10094423
8/31/2021,294,295.87,288.3,289.5,34582851
9/1/2021,292.85,299.4,290.05,290.86,14996030
9/2/2021,292.8,296.69,290.41,295.09,6652997
9/3/2021,295.33,301.81,292.03,298.29,6131395
9/7/2021,298.3,300.98,294.8,299.96,4256775
9/8/2021,299.55,299.96,290.53,293.6,3934430
9/9/2021,292.16,297.57,291.13,295.86,3350142
9/10/2021,296.91,306.26,296.81,301.5,6094949
9/13/2021,300.16,300.28,289.82,290.24,4916085
9/14/2021,290.34,291.88,280.92,281.44,6036816
9/15/2021,282.33,283.07,277.02,279.12,4647403
9/16/2021,277.68,279.29,273.5,278.22,4676349
9/17/2021,279.79,287.78,278.37,287.68,5423407
9/20/2021,278.65,285,276.91,280.67,3905341
9/21/2021,281.03,281.17,275.07,278.24,4168329
9/22/2021,276.2,279.39,275.25,277.95,2973663
9/23/2021,279.91,280.36,275.45,276.19,2867881
9/24/2021,274.64,275.9,267.19,272.36,4051722
9/27/2021,269.49,275.24,266.11,272.88,3084096
9/28/2021,269.49,270.62,259.8,261.89,5212907
9/29/2021,262.32,266.86,256.88,257.41,4316320
9/30/2021,257.39,264.88,255.25,261.5,4733067
10/1/2021,268.77,274.57,262.7,267.51,8664771
10/4/2021,264.24,264.57,253.41,259.58,5004600
10/5/2021,259.84,262.74,256.85,257.12,3712081
10/6/2021,251.3,257.88,250.11,253.65,3905535
10/7/2021,254.43,258.48,253.81,256.27,2672193
10/8/2021,257.23,260.54,253.63,255.05,2265296
10/11/2021,252.18,258.41,252,253.97,1722495
10/12/2021,255.27,257.34,253.1,255.49,3061119
10/13/2021,257.74,268.28,257.3,266.24,3770608
10/14/2021,270.5,274,266.84,267.01,3066928
10/15/2021,267,267.98,264.25,266.32,2796397
10/18/2021,265.67,274.83,265.5,274.23,2649167
10/20/2021,277.35,280.2,272.68,275.71,1740728
10/21/2021,273.64,278.14,272.6,274.78,1496567
10/22/2021,283.51,286.66,276.12,277.58,3320476
10/25/2021,276.04,282.98,275.72,279.79,2925569
10/26/2021,283.33,286.94,277.77,278.7,2421967
10/27/2021,278.94,282.48,272.25,272.81,3104808
10/28/2021,271.16,278.26,269.21,276.58,1594774
10/29/2021,272.02,276.61,271.6,274.65,1493807
11/1/2021,273.2,279.47,271.34,278.94,2773158
11/2/2021,281.1,286.45,276.27,280.29,2092710
11/3/2021,280.22,286.05,274.03,285.66,2435759
11/4/2021,286.22,291.31,280.73,282.2,1986800
11/5/2021,267.1,275.64,259.77,264.7,5420965
11/8/2021,262.65,263.18,257.94,259.9,3944114
11/9/2021,260.99,265.66,257.57,258.4,3022512
11/10/2021,257.01,259.47,249,251.26,4903872
11/11/2021,251.27,253.19,245.16,247.6,3286194
11/12/2021,248.38,255.14,245.53,254.97,3173610
11/15/2021,255,265.33,255,263.71,3994862
11/16/2021,263,268.88,261.21,264.49,1972023
11/17/2021,264,266.19,261.52,263.71,2417296
11/18/2021,260.88,263.5,254.58,255.75,2360160
11/19/2021,262.24,265.23,249.33,251.3,3882732
11/22/2021,249.26,251.7,238.2,242.28,8012833
11/23/2021,218.05,218.61,195.8,206.64,25297461
11/24/2021,203.9,211.5,202.02,208.3,9218637
11/26/2021,235.7,235.97,219.21,220.21,10808625
11/29/2021,216.43,219.36,208.46,218.98,7035440
11/30/2021,220.66,221.41,207.4,211.41,5916217
12/1/2021,211.42,211.5,196.27,197.71,7587130
12/3/2021,187.73,187.83,177.12,183.92,8934232
12/6/2021,180.64,186.13,175.27,185.84,4157872
12/7/2021,187.85,190.87,185.58,189.06,3988298
12/8/2021,188.29,195.98,184.3,194.86,3320757
12/9/2021,195.17,198.51,185.65,188.27,3797215
12/10/2021,188.27,191.36,183.91,185.25,2174579
12/13/2021,181.86,188.97,181,184.57,2767816
12/14/2021,180.57,183.42,178.8,181.94,3511246
12/15/2021,181.13,185.47,174.66,183.73,4792266
12/16/2021,183.79,185.72,177,182.4,4224447
12/17/2021,184.12,201.69,183.36,199.74,10512603
12/20/2021,205,205.22,197.02,197.97,7774054
12/21/2021,199.04,200.53,191.67,199.42,4246782
12/22/2021,197.05,200.25,190.42,193.13,2865894
12/23/2021,191,193.41,186.65,191.65,3106628
12/27/2021,189.54,190.44,185.66,187.44,3070994
12/28/2021,186.6,190.63,183.09,183.77,3132495
12/29/2021,184,185.21,179.79,181.81,2565682
12/30/2021,182.32,192.91,180.84,190.52,4141928
12/31/2021,189.2,191.61,183.62,183.91,2817386
1/3/2022,184.44,184.91,177.24,184.26,3175166
1/4/2022,183.32,183.56,172.1,179.85,5269802
1/5/2022,175.98,183.67,174.29,174.88,3772259
1/6/2022,173.09,181.88,171.23,176.33,4002529
1/7/2022,176.05,180.67,170.72,171.6,3089411
1/10/2022,169.32,173.23,164.9,172.56,3502327
1/11/2022,172.15,178.88,169.45,175.97,2410998
1/12/2022,177,179.9,169.7,170.65,2704254
1/13/2022,170.1,170.39,162,162.1,4612516
1/14/2022,161.42,164.89,156.88,159.72,4700697
1/18/2022,156.32,162.98,156,157.7,4364412
1/19/2022,158.65,162.99,156.94,157.23,3305196
1/20/2022,159.55,163.48,155.65,155.81,3710654
1/21/2022,153.98,156.91,147.11,147.66,5722561
1/24/2022,141.68,153.24,138.91,152.95,8235232
1/25/2022,150,152.14,142.12,145.89,5122217
1/26/2022,150.03,152,138.89,140.33,4888340
1/27/2022,143.6,143.81,136.17,136.81,3580275
1/28/2022,137.58,143.89,134.7,143.81,3682700
1/31/2022,146.67,154.34,145.9,154.28,4960859
2/1/2022,155.23,155.95,150.07,155.68,3315996
2/2/2022,155.79,156.05,146.58,148.11,3063437
2/3/2022,144.07,146.45,137.35,137.94,3355981
2/4/2022,139.3,145.21,136.92,144.1,3457854
2/7/2022,144.59,147.48,139.78,141.44,2531119
2/8/2022,139.36,143.19,137.28,142.69,2565110
2/9/2022,146.49,149.81,143.9,149.6,3067123
2/10/2022,145.78,152.69,144.29,145.72,3348835
2/11/2022,146.97,150.48,140.16,141.24,2690370
2/14/2022,142.42,147.74,141.11,142.09,2538889
2/15/2022,144.44,147.15,141.1,146.9,3043753
2/16/2022,144.49,144.69,136.4,138.51,3928926
2/17/2022,137.63,137.74,128.93,129.38,4944736
2/18/2022,130.13,131.94,124.71,126.96,5435014
2/22/2022,125.06,130.73,124.98,126.61,4445964
2/23/2022,127.99,128.15,120.1,120.1,4634693
2/24/2022,114.74,128.74,114.26,126.97,6998541
2/25/2022,129.05,129.06,120.02,125.32,5242599
3/1/2022,128.57,136,122.13,122.78,11541560
3/2/2022,122.25,122.89,114.52,121.61,7224285
3/3/2022,122,122.06,111.95,113.11,6211452
3/4/2022,114.1,116.19,108.43,108.94,6227090
3/7/2022,111.13,115.24,107.72,107.88,6240205
3/8/2022,106.67,114.29,105,108.49,5581784
3/9/2022,111.84,111.84,108.06,109.08,6427507
3/10/2022,105.84,106.9,101.06,103.33,5030777
3/11/2022,103.48,103.49,97.9,98.12,6454629
3/14/2022,97.5,102.16,94.51,94.64,6715662
3/15/2022,96.09,100.6,95.26,98.97,7001747
3/16/2022,100.55,106.88,100.17,106.84,8003038
3/17/2022,106.46,111.33,105,111.29,4967538
3/18/2022,109.49,117.84,109.21,116.28,8521832
3/21/2022,115.01,119.89,113.35,116.87,5941501
3/22/2022,116.01,122.24,115.4,119.8,5003148
3/23/2022,117.22,120.27,115.95,116.81,3443344
3/24/2022,117.35,117.78,113.97,117.75,3332021
3/25/2022,117.13,117.58,112.45,113.93,4217677
3/28/2022,114.87,118.31,113.63,117.45,3289344
3/29/2022,119.98,126.53,119.98,126.26,4757130
3/30/2022,124.26,127.37,121.23,122.39,3987789
3/31/2022,122.75,122.81,117.16,117.23,2903091
4/1/2022,117.56,120.5,116.11,118.02,2793292
4/4/2022,119.39,124.99,118.33,124.28,3081278
4/5/2022,123.92,126.44,120.43,122.02,4906459
4/6/2022,118.03,118.56,113.34,116.09,5161483
4/7/2022,115.14,118.12,111.33,114.32,3498047
4/8/2022,112.37,113.27,109.39,110.9,3953271
4/11/2022,107.91,111.11,106.41,109.05,3902782
4/13/2022,106.3,115.83,105.16,114.89,4677812
4/14/2022,114.66,114.66,110.14,110.31,4499615
4/18/2022,109.73,109.93,103.62,105.74,4152455
4/19/2022,105.44,112.33,104.07,111.18,3289391
4/20/2022,109.53,109.91,103.4,103.7,4512050
4/21/2022,105.2,108.49,100.55,100.95,4395301
4/22/2022,101.16,104.99,99.3,100.17,3784423
4/25/2022,99.51,103.09,98.9,102.44,2724189
4/26/2022,100.75,101.68,96,98.36,3786042
4/27/2022,97.69,102.04,97.3,97.62,3522690
4/28/2022,98.1,103.92,95.72,102.56,3585167
4/29/2022,102.67,107.84,99.4,99.57,3608956
5/2/2022,99.15,105.08,98.17,104.79,3164651
5/3/2022,104.11,106.99,102.13,103.53,2103242
5/4/2022,103.96,109.34,99.3,108.98,3750963
5/5/2022,107.13,107.36,99.32,100.84,3661612
5/6/2022,100.49,102.03,94.01,96.38,4635546
5/9/2022,94.05,96.83,91.65,92.34,5766253
5/10/2022,95.6,98.07,87.34,90.68,6315123
5/11/2022,88.93,94.16,84.17,84.8,6182562
5/12/2022,81.13,87.79,79.03,84.97,7178844
5/13/2022,88.72,95.63,88.25,94.84,5687602
5/16/2022,93.43,95.83,88.66,88.92,4501282
5/17/2022,91.36,95.1,86.41,90.94,4208820
5/18/2022,88.68,91.11,84.04,84.69,3854185
5/19/2022,85.74,93.49,84.69,90.94,4746869
5/20/2022,92.62,94.85,85.55,89.74,4741373
5/23/2022,89.87,90.25,85.57,89.33,11240310
5/24/2022,94.56,97.09,87.33,94.34,27414949
5/26/2022,101.9,108.17,101.77,107,10633582
5/27/2022,108,111.24,105.55,110.42,7097145
5/31/2022,112.64,112.87,105.58,107.45,5930245
6/1/2022,107.96,110.89,104.92,107.65,4700753
6/2/2022,107.43,114.08,107.03,112.24,4991808
6/3/2022,109.66,111.8,107.3,109.42,3882056
6/6/2022,112.33,112.91,108.51,111.01,2867515
6/7/2022,110.5,115.32,109.05,115.04,3951886
6/8/2022,115.4,116.9,113.16,115.46,3583910
6/9/2022,112.17,116.17,110.34,110.4,4302582
6/10/2022,106.93,110.99,106.12,109.07,5774878
6/13/2022,102.82,106.38,102.12,103.32,7183928
6/14/2022,103.9,109.85,103.78,106.86,6815042
6/15/2022,107.5,114.73,106.13,112.93,5954516
6/16/2022,108.1,109.65,104.15,106.09,4714553
6/17/2022,107.1,111.92,106.39,110,6143372
6/21/2022,112.15,117.37,110.86,113.82,6176200
6/22/2022,112.03,119.53,111.77,115.17,5490304
6/23/2022,116.24,118.4,110.67,117.67,5464375
6/24/2022,118.81,122.99,118.12,122.64,12212797
6/27/2022,122.48,123.73,117.68,119.82,3457164
6/28/2022,119.82,122.09,112.86,113.13,3694904
6/29/2022,112.93,113.72,110.04,111.87,2711793
6/30/2022,110,111,104.78,107.97,4249588
7/1/2022,108.77,111.98,106.83,110.97,2800258
7/5/2022,110.56,120.75,108.41,120.42,5315937
7/6/2022,120.68,123.96,116.57,117.06,4198147
7/8/2022,118.62,124.05,117.66,119.8,3261741
7/11/2022,117.16,117.54,107.73,108.38,5465160
7/12/2022,109.79,113.6,106.91,107.99,4205070
7/13/2022,103.64,105.4,99.8,101.01,7902955
7/14/2022,101.35,101.44,96.84,97.35,5552646
7/15/2022,97.86,99.97,96.11,99.85,4714444
7/18/2022,101.98,102.18,98.49,98.92,6516548
7/19/2022,100.4,102.22,97.65,102.08,2829546
7/20/2022,103.49,109.87,103.38,107.09,4298143
7/21/2022,107.5,111.27,107.3,110.85,2982121
7/22/2022,111,112.95,105.69,106.55,2656806
7/25/2022,106.39,106.96,103.91,106.1,2039827
7/26/2022,105.03,105.13,100.01,100.33,2878190
7/27/2022,102.16,106.46,100.55,105.91,3182827
7/28/2022,104.46,106.9,100.81,106.22,2380026
7/29/2022,105.49,105.49,101.01,103.86,3975872
8/1/2022,103.38,107.92,101.85,105.39,2386198
8/2/2022,103.04,109.98,102.9,108.16,2519945
8/3/2022,109.31,114,109.22,112.97,2653527
8/4/2022,114.07,115,110.14,112.86,2149790
8/5/2022,110,114.32,108.74,113.85,2639924
8/8/2022,114.77,119.82,113.82,114.74,2832491
8/9/2022,111.78,112.8,104.91,105.29,5822801
8/10/2022,111.35,112.42,108.8,112.01,3756635
8/11/2022,114,114.99,107.24,108.06,4067818
8/12/2022,109.41,110.09,107.28,109.52,2488947
8/15/2022,109.41,113.79,108.35,113.23,2737397
8/16/2022,107.82,109.93,103.32,109.19,7520089
8/17/2022,106.22,107.35,102.02,102.38,4257231
8/18/2022,101.76,104.57,100.64,103.18,3091727
8/22/2022,98.2,100.14,96.48,97.44,8274052
8/23/2022,84.56,87.59,81.13,81.32,31475420
8/24/2022,81.64,85.07,80.5,83.61,11133299
8/25/2022,83.6,85.76,82.43,85.72,5409744
8/26/2022,84.15,85.02,80.28,81.41,5927420
8/29/2022,80.37,82.95,80.12,81,5210989
8/30/2022,82,82.75,79.82,81.42,4142489
8/31/2022,82.97,83.47,79.34,80.4,4837961
9/1/2022,79.29,81.24,77.79,81.14,6795396
9/2/2022,82.01,83.31,80.05,80.79,4570864
9/6/2022,80.56,81.08,79.57,80.02,3576117
9/7/2022,79.96,81.36,79.34,81.02,4329567
9/8/2022,80.24,81.47,79.4,80.23,3674747
9/9/2022,81.59,83.7,81.54,82.62,3966735
9/12/2022,82.43,84.78,82.43,84.08,3928893
9/13/2022,80,80.15,78.62,78.86,4654485
9/14/2022,78.86,80.41,77.93,79.59,4196516
9/15/2022,78.64,81.97,78.26,80.21,4247486
9/16/2022,78.14,79.23,77.33,78.68,6150658
9/19/2022,78.06,79,76.75,78.32,4515016
9/20/2022,77.45,78.84,76.76,77.09,3157797
9/21/2022,77.83,78.83,75.32,75.94,3274078
9/22/2022,75,75.77,74.33,74.54,4116238
9/23/2022,74.16,74.95,73.32,74.45,3944735
9/26/2022,74.82,76.87,73.24,73.33,3068756
9/27/2022,74.9,75.99,72.96,74.26,3576451
9/28/2022,74.31,76.23,74.05,75.89,2856677
9/29/2022,74.27,75.22,73.6,74.47,2933170
9/30/2022,74.6,76.25,73.48,73.59,3539688
10/3/2022,73.91,74.87,71.69,73.94,4182048
10/5/2022,75.58,77.87,74.96,77.52,2604486
10/6/2022,77.73,79,76.96,78.35,2185828
10/7/2022,75.64,78.33,75.36,76.59,4464224
10/10/2022,75.99,76.2,72.29,73.72,4777496
10/11/2022,71.46,74.55,70.44,73.71,5389717
10/12/2022,74.29,76.55,73.4,75.22,3941046
10/13/2022,71.65,75.42,71.65,74.73,5754519
10/14/2022,75.75,76.9,72.14,72.29,2834850
10/17/2022,75.06,77.43,74.51,76.69,3431629
10/18/2022,79.52,80.78,77.33,78.23,3539368
10/19/2022,77.52,78.04,75.59,76.33,1955838
10/20/2022,76.67,81.5,76.58,79.96,4156944
10/21/2022,79.64,81.1,77.6,80.98,3312125
10/24/2022,80.4,80.66,78.18,80.61,2731610
10/25/2022,81.54,84.13,81.46,84.09,2992339
10/26/2022,82.35,85.46,82.19,83.37,2602046
10/27/2022,83.68,85.03,82.47,82.61,2579446
10/28/2022,81.74,84.25,81.32,84.21,2370847
10/31/2022,83.69,84.58,82.34,83.44,1908579
11/1/2022,85.5,86.31,82.79,82.89,1834899
11/2/2022,83.28,84.36,78.59,78.6,3381008
11/3/2022,77.8,81.23,77.23,78.39,3156403
11/4/2022,79.44,79.74,75.84,77.46,3969321
11/7/2022,78.07,80.32,77.26,79.61,3317812
11/8/2022,80.22,81.94,78.01,78.31,3987064
11/9/2022,77.53,77.53,70.92,71.84,6019832
11/10/2022,76.87,82.35,76.75,82.23,4908612
11/11/2022,81.46,89.67,80.05,88.32,5906383
11/14/2022,86.72,87.99,84.21,84.35,2883604
11/15/2022,88.25,89.37,85.72,87.44,2776473
11/16/2022,85.06,85.23,83.13,83.5,2709428
11/18/2022,83.34,83.61,80.14,81.64,3125282
11/21/2022,81.21,82.52,79.77,80.26,7234041
11/22/2022,75.18,77.44,71.9,77.15,15729440
11/23/2022,76.14,77.28,74.85,76.14,4938113
11/25/2022,75.31,76.99,74.83,75.4,2657967
11/28/2022,74.72,76.5,71.3,71.59,6250485
11/29/2022,71.66,72.62,70.29,70.57,4879279
11/30/2022,70.76,75.44,69.54,75.43,6213776
12/1/2022,75.89,81.69,75.86,77.43,4777665
12/2/2022,74.58,76.36,73.85,74.31,3296331
12/5/2022,74.26,75.22,72.54,72.9,2942953
12/6/2022,72.79,73,70.88,71.47,2661097
12/7/2022,71.25,71.47,69.74,69.87,3422126
12/8/2022,70.12,72.41,68.88,72.36,3056346
12/9/2022,72.33,73.74,71.85,72.16,2185167
12/12/2022,70.91,73.72,70.11,73.69,2836948
12/13/2022,77.53,79.38,73.01,74.05,4017849
12/14/2022,73.65,75.08,72.03,73.22,3570283
12/15/2022,71.68,72.31,69.81,70.2,3706246
12/16/2022,69.82,70.79,69.55,69.86,4695561
12/19/2022,69.41,70.25,68.85,69.09,3182483
12/20/2022,68.45,70.34,67.92,68.56,2936000
12/21/2022,68.71,70.96,67.88,69.93,3253741
12/22/2022,68.37,68.58,64.83,65.94,4180055
12/23/2022,65.61,66.66,65.01,65.89,2209187
12/27/2022,64.75,66.18,63.55,65.46,3581785
12/28/2022,65.25,66.85,64.77,65.36,2311161
12/29/2022,66.28,68.35,66.18,68,2135279
12/30/2022,66.55,67.82,66.36,67.74,1874555
1/3/2023,69.01,69.33,66.16,66.66,2797598
1/5/2023,66.8,67.12,64.93,65.62,2040108
1/6/2023,65.97,69.9,65.6,69.51,4079795
1/9/2023,69.81,72.17,68.58,70.08,3403017
1/10/2023,69.54,71.24,69.53,70.86,1851248
1/11/2023,70.98,71.37,68.7,70.01,3343545
1/12/2023,69.83,70.03,67.63,69.91,3177681
1/13/2023,69.09,70.6,68.63,69.49,2344180
1/17/2023,69.5,70.2,67.78,69.87,3776831
1/18/2023,71,71.37,67.43,67.48,3085849
1/19/2023,66.29,67.86,66.25,66.84,2180093
1/20/2023,67.08,69.77,66.69,69.5,2838607
1/23/2023,69,71.51,68.25,70.97,2835039
1/24/2023,70.79,71.84,69.2,69.43,2227885
1/25/2023,68.11,69.36,66.06,68.89,3202673
1/26/2023,70.43,72.37,69.76,71.58,2669993
1/27/2023,71.04,74.54,70.79,74.15,3556909
1/30/2023,73.09,78.44,73.08,73.5,7108356
1/31/2023,73.5,75.02,73.36,75,2832733
2/1/2023,75.48,78.5,73.9,78.11,3161119
2/2/2023,80.23,84.42,79.51,82.84,5428386
2/3/2023,79.62,81.98,78.74,79.54,3488154
2/6/2023,77.88,79.23,76.34,77.07,2862184
2/7/2023,77.49,85.13,76.01,84.66,14656771
2/8/2023,83.53,84.44,79.18,79.35,5372559
2/9/2023,80.46,80.66,76.46,76.77,4015914
2/10/2023,75.76,75.87,72.87,74.21,3305117
2/13/2023,75.1,76.51,73.6,76.48,2941291
2/14/2023,75.63,77.99,74.25,77.9,3308624
2/15/2023,77.67,80.8,76.99,80.77,2338422
2/16/2023,78.59,80.43,77.56,77.91,3205399
2/21/2023,74.02,75.15,72.27,72.47,2884858
2/22/2023,73.09,74.25,72.73,73.39,4489377
2/23/2023,74.37,75.04,72.66,74.57,2948375
2/24/2023,72.4,74.57,72.19,73.93,3062819